EmployeeNumber,Age,Tenure,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn,TextMessageOptInMissingFlag,TextMessageOptIn_bool,TextMessageOptIn_filled,DevHoursMissingFlag,AnnualProfessionalDevHrs_imputed_median,NumCompaniesMissingFlag,AnnualSalaryCorrected,DrivingCommuterDistanceImputedFlag,DrivingCommuterDistanceOutlierFlag
5647,51,19,No,78.09,40.0,Salary,162427.2,90.0,Research,Female,Married,6,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5648,35,10,No,30.5,40.0,Salary,63440.0,97.0,Marketing,Male,Married,6,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,1,0,0
5649,42,7,Yes,84.85,40.0,Salary,176488.0,45.0,Healthcare,Female,Single,4,19.0,Direct Deposit,Unknown,1,,Missing,0,19.0,0,0,0,0
5650,41,3,No,36.13,40.0,Salary,75150.4,73.0,Marketing,Male,Divorced,3,25.0,Direct Deposit,Yes,0,1.0,Yes,0,25.0,0,0,0,0
5651,45,11,No,82.56,40.0,Salary,171724.8,24.0,Research,Male,Single,6,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,0,0,0,0
5652,61,19,No,40.54,40.0,Salary,84323.2,49.0,Human Resources,Female,Married,4,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,1,0,1,0
5653,56,7,Yes,54.75,40.0,Salary,113880.0,95.0,Research,Male,Divorced,5,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
5654,41,1,Yes,39.91,40.0,Salary,83012.8,46.0,Healthcare,Male,Married,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5655,55,9,Yes,95.01,40.0,Salary,197620.8,49.0,Information Technology,Female,Married,9,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,0,1,1,0
5656,28,6,Yes,22.78,40.0,Salary,47382.4,60.0,Research,Male,Divorced,3,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,0,0,0,0
5657,32,8,Yes,23.73,40.0,Salary,49358.4,56.0,Information Technology,Female,Married,1,10.0,Direct Deposit,Yes,0,1.0,Yes,0,10.0,0,0,0,0
5658,36,8,No,39.46,40.0,Salary,82076.8,98.0,Human Resources,Male,Divorced,3,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,0,0
5659,40,10,No,69.24,40.0,Salary,144019.2,74.0,Human Resources,Male,Single,9,21.0,Mailed Check,Unknown,1,,Missing,0,21.0,0,1,0,0
5660,59,10,Yes,42.63,40.0,Salary,88670.4,49.0,Research,Female,Married,2,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,1,0
5661,44,7,No,91.02,40.0,Salary,189321.6,41.0,Healthcare,Female,Divorced,5,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,1,0,0
5662,57,6,No,46.39,40.0,Salary,96491.2,53.0,Information Technology,Female,Single,3,13.0,Direct Deposit,Unknown,1,,Missing,0,13.0,0,0,0,0
5663,49,19,No,48.99,40.0,Salary,101899.2,62.0,Laboratory,Male,Married,6,22.0,Direct Deposit,Yes,0,1.0,Yes,0,22.0,0,1,0,0
5664,61,9,No,82.03,40.0,Salary,170622.4,28.0,Manufacturing,Female,Divorced,9,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
5665,61,18,Yes,55.8,40.0,Salary,116064.0,96.0,Manufacturing,Female,Single,4,6.0,Direct Deposit,Unknown,1,,Missing,0,6.0,1,0,0,0
5666,36,1,No,52.44,40.0,Salary,109075.2,90.0,Sales,Male,Divorced,2,19.0,Direct Deposit,Yes,0,1.0,Yes,0,19.0,0,0,0,0
5667,48,11,No,60.03,40.0,Salary,124862.4,49.0,Research,Male,Divorced,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,1,0,0,0
5668,38,2,No,95.14,40.0,Salary,197891.2,58.0,Marketing,Female,Married,2,13.0,Direct Deposit,Yes,0,1.0,Yes,0,13.0,0,1,0,0
5669,41,9,No,55.6,40.0,Salary,115648.0,24.0,Laboratory,Male,Single,7,15.0,Direct Deposit,Unknown,1,,Missing,0,15.0,0,0,0,0
5670,31,2,No,28.76,40.0,Salary,59820.8,49.0,Laboratory,Male,Married,1,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,0,1,1,0
5671,52,16,No,81.96,40.0,Salary,170476.8,78.0,Research,Male,Married,9,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
5672,39,4,Yes,78.66,40.0,Salary,163612.8,42.0,Manufacturing,Male,Divorced,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5673,43,6,Yes,59.44,40.0,Salary,123635.2,53.0,Human Resources,Male,Single,9,7.0,Mailed Check,Unknown,1,,Missing,0,7.0,0,0,0,0
5674,32,1,No,28.57,40.0,Salary,59425.6,28.0,Human Resources,Female,Single,1,21.0,Direct Deposit,Yes,0,1.0,Yes,0,21.0,0,1,0,0
5675,32,7,No,25.04,40.0,Salary,52083.2,12.0,Healthcare,Female,Divorced,2,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
5676,61,10,No,93.08,40.0,Salary,193606.4,7.0,Healthcare,Female,Single,2,9.0,Mailed Check,Unknown,1,,Missing,0,9.0,0,1,0,0
5677,43,2,No,59.09,40.0,Salary,122907.2,74.0,Research,Female,Single,5,20.0,Mailed Check,Unknown,1,,Missing,0,20.0,0,0,0,0
5678,39,1,No,27.16,40.0,Salary,56492.8,39.0,Research,Female,Divorced,5,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,0,0,0,0
5679,55,8,No,82.95,40.0,Salary,172536.0,85.0,Sales,Female,Married,4,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,0,0,0,0
5680,57,12,No,35.55,40.0,Salary,73944.0,81.0,Human Resources,Female,Divorced,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5681,45,9,No,66.25,40.0,Salary,137800.0,21.0,Laboratory,Female,Divorced,6,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5682,44,9,No,51.34,40.0,Salary,106787.2,0.0,Human Resources,Female,Divorced,1,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
5683,57,7,Yes,89.28,40.0,Salary,185702.4,84.0,Healthcare,Female,Divorced,4,17.0,Mailed Check,Yes,0,1.0,Yes,0,17.0,0,1,0,0
5684,58,17,Yes,40.94,40.0,Salary,85155.2,2.0,Sales,Female,Married,4,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,0,0,0,0
5685,47,14,Yes,93.73,40.0,Salary,194958.4,96.0,Human Resources,Female,Married,6,24.0,Mailed Check,Yes,0,1.0,Yes,0,24.0,0,1,0,0
5686,46,20,Yes,71.23,40.0,Salary,148158.4,44.0,Research,Female,Divorced,6,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,0,0,0
5687,49,5,No,56.17,40.0,Salary,116833.6,63.0,Healthcare,Male,Divorced,5,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,0,0,0,0
5688,50,13,No,86.52,40.0,Salary,179961.6,50.0,Healthcare,Female,Married,7,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5689,42,2,Yes,87.22,40.0,Salary,181417.6,82.0,Human Resources,Female,Married,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
5690,58,13,No,50.85,40.0,Salary,105768.0,21.0,Research,Female,Divorced,4,19.0,Mailed Check,Yes,0,1.0,Yes,0,19.0,0,0,0,0
5691,56,8,No,41.87,40.0,Salary,87089.6,84.0,Marketing,Female,Single,7,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
5692,29,4,No,25.69,40.0,Salary,53435.2,95.0,Research,Female,Married,3,19.0,Mailed Check,Unknown,1,,Missing,0,19.0,0,0,0,0
5693,52,7,No,78.6,40.0,Salary,163488.0,83.0,Laboratory,Female,Divorced,4,7.0,Direct Deposit,Yes,0,1.0,Yes,0,7.0,1,0,0,0
5694,47,18,Yes,94.72,40.0,Salary,197017.6,17.0,Marketing,Male,Married,4,19.0,Mailed Check,Yes,0,1.0,Yes,0,19.0,0,1,0,0
5695,49,8,No,86.94,40.0,Salary,180835.2,27.0,Research,Female,Single,5,9.0,Mailed Check,Unknown,1,,Missing,0,9.0,0,1,0,0
5696,52,11,Yes,39.09,40.0,Salary,81307.2,64.0,Human Resources,Male,Married,8,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
5697,21,1,Yes,21.85,40.0,Salary,45448.0,73.0,Sales,Male,Married,3,22.0,Mailed Check,Unknown,1,,Missing,0,22.0,0,0,0,0
5698,49,19,Yes,34.67,40.0,Salary,72113.6,22.0,Human Resources,Female,Single,8,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,0,0,0
5699,56,13,Yes,54.85,40.0,Salary,114088.0,40.0,Information Technology,Male,Married,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5700,54,10,No,75.69,40.0,Salary,157435.2,55.0,Healthcare,Female,Divorced,9,22.0,Direct Deposit,Yes,0,1.0,Yes,0,22.0,0,0,0,0
5701,50,9,Yes,56.67,40.0,Salary,117873.6,5.0,Information Technology,Female,Single,9,21.0,Mailed Check,Unknown,1,,Missing,0,21.0,0,0,0,0
5702,46,5,No,41.08,40.0,Salary,85446.4,63.0,Human Resources,Female,Single,3,24.0,Mailed Check,Yes,0,1.0,Yes,0,24.0,0,0,0,0
5703,56,19,No,71.12,40.0,Salary,147929.6,62.0,Research,Female,Divorced,7,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
5704,44,11,No,77.03,40.0,Salary,160222.4,49.0,Information Technology,Female,Married,8,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,0,0,1,0
5705,39,1,Yes,71.84,40.0,Salary,149427.2,57.0,Research,Female,Married,3,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,0,0,0,0
5706,51,13,No,59.94,40.0,Salary,124675.2,65.0,Sales,Female,Married,1,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
5707,30,1,No,24.33,40.0,Salary,50606.4,29.0,Sales,Female,Single,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5708,52,8,No,62.17,40.0,Salary,129313.6,65.0,Healthcare,Male,Divorced,9,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,0,0,0
5709,34,7,No,25.59,40.0,Salary,53227.2,80.0,Sales,Female,Single,4,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
5710,37,1,Yes,47.11,40.0,Salary,97988.8,86.0,Information Technology,Female,Divorced,4,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,0,0,0
5711,44,18,Yes,40.5,40.0,Salary,84240.0,97.0,Healthcare,Male,Divorced,6,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
5712,41,4,No,70.07,40.0,Salary,145745.6,49.0,Human Resources,Female,Single,7,11.0,Mailed Check,Unknown,1,,Missing,0,11.0,0,0,1,0
5713,46,13,No,85.37,40.0,Salary,177569.6,60.0,Laboratory,Female,Single,4,13.0,Mailed Check,Unknown,1,,Missing,0,13.0,1,0,0,0
5714,56,6,No,92.4,40.0,Salary,192192.0,84.0,Research,Male,Married,7,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,1,0,0
5715,59,7,Yes,40.13,40.0,Salary,83470.4,49.0,Laboratory,Female,Married,2,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,1,0
5716,34,6,Yes,22.91,40.0,Salary,47652.8,44.0,Sales,Male,Divorced,3,19.0,Mailed Check,Unknown,1,,Missing,0,19.0,0,0,0,0
5717,22,1,Yes,22.01,40.0,Salary,45780.8,67.0,Sales,Female,Single,1,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,0,0,0
5718,32,4,No,23.7,40.0,Salary,49296.0,58.0,Laboratory,Male,Married,1,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
5719,40,5,Yes,33.64,40.0,Salary,69971.2,79.0,Sales,Male,Single,4,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,1,1,0,0
5720,37,4,Yes,64.82,40.0,Salary,134825.6,58.0,Sales,Male,Divorced,4,24.0,Mailed Check,Yes,0,1.0,Yes,0,24.0,0,0,0,0
5721,46,6,Yes,39.44,40.0,Salary,82035.2,62.0,Sales,Female,Single,5,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
5722,50,20,No,44.49,40.0,Salary,92539.2,34.0,Research,Female,Single,5,15.0,Direct Deposit,Unknown,1,,Missing,0,15.0,0,0,0,0
5723,57,19,No,84.69,40.0,Salary,176155.2,49.0,Information Technology,Male,Divorced,5,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,0,0,1,0
5724,58,8,No,76.28,40.0,Salary,158662.4,30.0,Marketing,Female,Divorced,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,1,1,0,0
5725,44,20,Yes,84.82,40.0,Salary,176425.6,16.0,Human Resources,Female,Married,9,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,0,0,0,0
5726,52,13,Yes,81.87,40.0,Salary,170289.6,94.0,Marketing,Female,Married,3,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5727,36,8,No,83.95,40.0,Salary,174616.0,85.0,Marketing,Female,Married,4,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,0,0,0,0
5728,59,20,No,46.07,40.0,Salary,95825.6,44.0,Research,Female,Divorced,4,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,1,0,0,0
5729,46,20,No,75.69,40.0,Salary,157435.2,35.0,Research,Male,Divorced,5,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,0,0,0,0
5730,51,12,Yes,59.27,40.0,Salary,123281.6,20.0,Laboratory,Male,Married,2,21.0,Direct Deposit,Yes,0,1.0,Yes,0,21.0,0,0,0,0
5731,45,6,Yes,34.81,40.0,Salary,72404.8,28.0,Human Resources,Male,Married,5,22.0,Direct Deposit,Yes,0,1.0,Yes,0,22.0,0,0,0,0
5732,52,15,No,83.25,40.0,Salary,173160.0,59.0,Sales,Female,Married,4,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,0,0,0
5733,46,7,Yes,83.33,40.0,Salary,173326.4,79.0,Sales,Female,Married,7,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5734,44,17,No,72.89,40.0,Salary,151611.2,98.0,Sales,Male,Divorced,1,19.0,Mailed Check,Yes,0,1.0,Yes,0,19.0,0,0,0,0
5735,43,2,Yes,56.61,40.0,Salary,117748.8,60.0,Healthcare,Male,Married,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5736,30,2,Yes,30.75,40.0,Salary,63960.0,49.0,Information Technology,Female,Divorced,1,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,1,0
5737,45,8,No,55.71,40.0,Salary,115876.8,33.0,Research,Male,Divorced,7,25.0,Direct Deposit,Yes,0,1.0,Yes,0,25.0,0,0,0,0
5738,45,15,Yes,97.82,40.0,Salary,203465.6,28.0,Information Technology,Female,Married,6,13.0,Direct Deposit,Yes,0,1.0,Yes,0,13.0,0,0,0,0
5739,60,9,No,32.43,40.0,Salary,67454.4,28.0,Human Resources,Female,Married,5,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,0,0,0
5740,57,17,Yes,80.15,40.0,Salary,166712.0,24.0,Human Resources,Male,Divorced,9,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
5741,36,9,No,31.49,40.0,Salary,65499.2,67.0,Healthcare,Female,Married,4,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,0,0,0,0
5742,46,13,Yes,83.3,40.0,Salary,173264.0,52.0,Research,Female,Divorced,4,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,0,0
5743,37,3,Yes,80.87,40.0,Salary,168209.6,69.0,Human Resources,Female,Single,2,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,0,0,0,0
5744,24,1,No,21.03,40.0,Salary,43742.4,47.0,Research,Male,Married,1,9.0,Mailed Check,Unknown,1,,Missing,0,9.0,0,0,0,0
5745,43,2,No,79.39,40.0,Salary,165131.2,84.0,Information Technology,Female,Married,6,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5746,44,15,No,73.74,40.0,Salary,153379.2,97.0,Healthcare,Male,Married,4,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
5747,60,11,Yes,55.86,40.0,Salary,116188.8,8.0,Human Resources,Female,Divorced,6,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
5748,49,17,No,57.28,40.0,Salary,119142.4,49.0,Sales,Female,Divorced,3,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,0,1,1,0
5749,53,6,Yes,57.28,40.0,Salary,119142.4,23.0,Sales,Female,Divorced,4,24.0,Direct Deposit,Yes,0,1.0,Yes,0,24.0,1,1,0,0
5750,31,1,No,24.58,40.0,Salary,51126.4,55.0,Laboratory,Female,Single,2,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
5751,35,6,No,30.96,40.0,Salary,64396.8,62.0,Manufacturing,Male,Married,4,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
5752,50,15,Yes,43.06,40.0,Salary,89564.8,49.0,Manufacturing,Male,Single,5,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,1,0
5753,47,7,Yes,57.73,40.0,Salary,120078.4,33.0,Research,Male,Single,1,7.0,Direct Deposit,Unknown,1,,Missing,0,7.0,0,0,0,0
5754,45,12,No,80.01,40.0,Salary,166420.8,99.0,Sales,Male,Single,6,23.0,Mailed Check,Unknown,1,,Missing,0,23.0,0,0,0,0
5755,34,6,No,29.8,40.0,Salary,61984.0,27.0,Research,Male,Divorced,3,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,1,0,0
5756,52,18,No,31.39,40.0,Salary,65291.2,89.0,Research,Male,Married,5,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5757,30,3,No,24.07,40.0,Salary,50065.6,56.0,Laboratory,Female,Single,2,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
5758,56,11,Yes,92.63,40.0,Salary,192670.4,82.0,Research,Female,Married,7,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,1,0,0
5759,39,10,No,72.99,40.0,Salary,151819.2,33.0,Research,Female,Divorced,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
5760,26,3,Yes,21.17,40.0,Salary,44033.6,74.0,Healthcare,Male,Divorced,2,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,0,0,0,0
5761,34,8,Yes,28.59,40.0,Salary,59467.2,95.0,Information Technology,Male,Single,1,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
5762,27,6,No,21.85,40.0,Salary,45448.0,46.0,Information Technology,Female,Divorced,2,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,0,0,0,0
5763,27,3,No,21.31,40.0,Salary,44324.8,28.0,Research,Male,Married,2,25.0,Direct Deposit,Unknown,1,,Missing,0,25.0,0,0,0,0
5764,39,4,Yes,97.22,40.0,Salary,202217.6,49.0,Laboratory,Female,Married,5,11.0,Direct Deposit,Yes,0,1.0,Yes,0,11.0,0,0,1,0
5765,37,5,Yes,26.92,40.0,Salary,55993.6,61.0,Sales,Male,Married,3,20.0,Mailed Check,Unknown,1,,Missing,0,20.0,0,0,0,0
5766,54,5,No,95.53,40.0,Salary,198702.4,55.0,Laboratory,Male,Divorced,4,11.0,Direct Deposit,Yes,0,1.0,Yes,0,11.0,1,1,0,0
5767,54,15,Yes,63.45,40.0,Salary,131976.0,83.0,Laboratory,Female,Divorced,1,20.0,Direct Deposit,Yes,0,1.0,Yes,0,20.0,0,1,0,0
5768,42,4,No,61.98,40.0,Salary,128918.4,26.0,Sales,Male,Divorced,7,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,1,0,0
5769,36,5,No,88.06,40.0,Salary,183164.8,20.0,Manufacturing,Female,Married,5,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,1,0,0
5770,55,10,Yes,83.91,40.0,Salary,174532.8,63.0,Research,Female,Divorced,4,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
5771,42,4,Yes,79.87,40.0,Salary,166129.6,49.0,Sales,Female,Married,2,19.0,Mailed Check,Yes,0,1.0,Yes,0,19.0,0,0,1,0
5772,59,13,No,52.13,40.0,Salary,108430.4,3.0,Research,Female,Divorced,6,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,0,0,0,0
5773,55,19,No,77.84,40.0,Salary,161907.2,13.0,Laboratory,Female,Divorced,2,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,1,0,0
5774,37,7,Yes,88.39,40.0,Salary,183851.2,49.0,Marketing,Female,Single,6,23.0,Mailed Check,Unknown,1,,Missing,0,23.0,0,1,1,0
5775,30,2,Yes,24.66,40.0,Salary,51292.8,11.0,Information Technology,Female,Divorced,3,8.0,Direct Deposit,Yes,0,1.0,Yes,0,8.0,0,0,0,0
5776,47,19,No,92.21,40.0,Salary,191796.8,60.0,Laboratory,Female,Divorced,4,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,1,1,0,0
5777,41,5,No,44.32,40.0,Salary,92185.6,71.0,Research,Male,Married,2,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,1,0,0
5778,37,8,No,66.35,40.0,Salary,138008.0,33.0,Information Technology,Female,Divorced,2,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
5779,36,6,No,30.54,40.0,Salary,63523.2,11.0,Manufacturing,Female,Divorced,4,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
5780,46,9,Yes,63.57,40.0,Salary,132225.6,70.0,Research,Female,Divorced,9,23.0,Direct Deposit,Yes,0,1.0,Yes,0,23.0,0,0,0,0
5781,42,6,No,85.17,40.0,Salary,177153.6,49.0,Human Resources,Male,Divorced,4,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,1,0,1,0
5782,30,5,Yes,25.4,40.0,Salary,52832.0,70.0,Research,Male,Married,1,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
5783,37,1,Yes,26.0,40.0,Salary,54080.0,57.0,Marketing,Male,Married,2,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5784,46,10,No,96.53,40.0,Salary,200782.4,49.0,Human Resources,Female,Divorced,6,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,1,0
5785,47,17,Yes,81.39,40.0,Salary,169291.2,37.0,Research,Female,Divorced,7,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,0,0,0,0
5786,49,8,Yes,76.59,40.0,Salary,159307.2,7.0,Human Resources,Male,Single,7,14.0,Mailed Check,Unknown,1,,Missing,0,14.0,0,0,0,0
5787,54,20,Yes,80.1,40.0,Salary,166608.0,22.0,Laboratory,Female,Divorced,6,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,0,0,0,0
5788,36,9,No,29.26,40.0,Salary,60860.8,68.0,Information Technology,Male,Married,2,14.0,Direct Deposit,Yes,0,1.0,Yes,0,14.0,0,0,0,0
5789,44,10,No,76.03,40.0,Salary,158142.4,5.0,Manufacturing,Female,Divorced,6,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
5790,38,7,No,76.87,40.0,Salary,159889.6,27.0,Human Resources,Female,Single,1,12.0,Direct Deposit,Unknown,1,,Missing,0,12.0,0,0,0,0
5791,54,6,Yes,48.93,40.0,Salary,101774.4,90.0,Laboratory,Female,Married,5,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,0,0,0
5792,54,15,Yes,33.53,40.0,Salary,69742.4,33.0,Manufacturing,Male,Divorced,7,22.0,Mailed Check,Unknown,1,,Missing,0,22.0,0,1,0,0
5793,36,2,No,56.97,40.0,Salary,118497.6,49.0,Human Resources,Female,Single,2,18.0,Direct Deposit,Unknown,1,,Missing,0,18.0,0,1,1,0
5794,21,1,Yes,20.31,40.0,Salary,42244.8,33.0,Sales,Female,Single,1,15.0,Direct Deposit,Yes,0,1.0,Yes,0,15.0,0,0,0,0
5795,36,4,No,26.6,40.0,Salary,55328.0,49.0,Marketing,Male,Married,1,8.0,Mailed Check,Unknown,1,,Missing,0,8.0,0,0,1,0
5796,36,2,No,95.17,40.0,Salary,197953.6,77.0,Marketing,Male,Married,6,16.0,Direct Deposit,Yes,0,1.0,Yes,0,16.0,0,1,0,0
5797,56,8,Yes,45.88,40.0,Salary,95430.4,73.0,Sales,Female,Married,7,6.0,Direct Deposit,Yes,0,1.0,Yes,0,6.0,0,0,0,0
5798,54,9,No,34.03,40.0,Salary,70782.4,69.0,Sales,Male,Single,4,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,0,0,0
5799,42,9,Yes,59.41,40.0,Salary,123572.8,24.0,Human Resources,Male,Married,3,20.0,Direct Deposit,Yes,0,1.0,Yes,0,20.0,0,0,0,0
5800,61,9,Yes,67.16,40.0,Salary,139692.8,71.0,Research,Female,Single,5,18.0,Mailed Check,Unknown,1,,Missing,0,18.0,0,0,0,0
5801,52,19,Yes,64.74,40.0,Salary,134659.2,29.0,Research,Female,Divorced,3,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
5802,60,9,No,34.91,40.0,Salary,72612.8,4.0,Research,Female,Single,9,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
5803,26,3,No,20.64,40.0,Salary,42931.2,90.0,Research,Female,Divorced,2,14.0,Direct Deposit,Unknown,1,,Missing,0,14.0,0,0,0,0
5804,60,19,No,34.48,40.0,Salary,71718.4,33.0,Information Technology,Male,Single,5,19.0,Mailed Check,Yes,0,1.0,Yes,0,19.0,0,1,0,0
5805,38,9,Yes,30.02,40.0,Salary,62441.6,13.0,Marketing,Female,Married,6,17.0,Mailed Check,Yes,0,1.0,Yes,0,17.0,0,1,0,0
5806,26,3,Yes,22.35,40.0,Salary,46488.0,99.0,Manufacturing,Female,Married,3,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
5807,51,5,No,87.72,40.0,Salary,182457.6,49.0,Information Technology,Female,Divorced,1,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,1,1,0
5808,56,16,No,66.16,40.0,Salary,137612.8,26.0,Marketing,Female,Single,1,22.0,Mailed Check,Unknown,1,,Missing,0,22.0,0,0,0,0
5809,50,6,No,90.07,40.0,Salary,187345.6,71.0,Sales,Male,Single,4,23.0,Direct Deposit,Unknown,1,,Missing,0,23.0,0,1,0,0
5810,25,3,Yes,20.74,40.0,Salary,43139.2,46.0,Manufacturing,Female,Married,2,17.0,Mailed Check,Yes,0,1.0,Yes,0,17.0,0,0,0,0
